doro,one,two,three,delta
서울특별시 관악구 당곡2길 109-11,1124,1172,1873,749 
서울특별시 관악구 대학18길 6,1402,1861,1510,108 
서울특별시 관악구 대학18길 9,1476,1778,2028,552 
서울특별시 관악구 대학20길 27,1317,1251,1726,409 
서울특별시 관악구 대학5길 46,2324,0,2272,-52 
서울특별시 관악구 대학7길 26,1638,1839,1931,293 
서울특별시 관악구 문성로 74,1850,2416,2620,770 
서울특별시 관악구 문성로 86,1521,1881,2124,603 
서울특별시 관악구 문성로16나길 25,1614,1925,2333,719 
서울특별시 관악구 미성10길 64,1776,1657,2143,367 
서울특별시 관악구 미성3길 16,1884,2356,2970,1086 
서울특별시 관악구 미성5길 33,1323,1654,1594,271 
서울특별시 관악구 미성5길 40,1294,1751,1619,325 
서울특별시 관악구 미성7길 5-6,1627,1760,1760,133 
서울특별시 관악구 미성길 122,1364,1350,2013,649 
서울특별시 관악구 미성길 15,1210,0,1706,496 
서울특별시 관악구 보라매로 62,2085,2684,2618,533 
서울특별시 관악구 보라매로3길 29,1937,1996,2835,898 
서울특별시 관악구 보라매로5가길 7,1779,1888,1784,5 
서울특별시 관악구 보라매로5길 5,1494,2411,2454,960 
서울특별시 관악구 보라매로6길 33,1834,2558,3703,1869 
서울특별시 관악구 봉천로 209,1587,1160,1494,-93 
서울특별시 관악구 봉천로 387,2465,3180,3360,895 
서울특별시 관악구 봉천로 576,2418,2720,2642,224 
서울특별시 관악구 봉천로12길 28,3054,2973,2838,-216 
서울특별시 관악구 봉천로21길 77,1145,1364,929,-216 
서울특별시 관악구 봉천로23나길 35,1426,0,1977,551 
서울특별시 관악구 성현로 14,1553,0,1844,291 
서울특별시 관악구 성현로 80,1999,2525,2989,990 
서울특별시 관악구 솔밭로 24,1770,0,1741,-29 
서울특별시 관악구 솔밭로7길 16,2332,2914,2667,335 
서울특별시 관악구 승방1길 38,1609,0,2275,666 
서울특별시 관악구 승방1길 83,1720,0,1918,198 
서울특별시 관악구 승방3가길 16,1527,0,1778,251 
서울특별시 관악구 승방3가길 31,2039,2124,2303,264 
서울특별시 관악구 승방3나길 30,1788,1675,1871,83 
서울특별시 관악구 승방3나길 41,1697,0,1903,206 
서울특별시 관악구 승방4길 20,2943,3824,4230,1287 
서울특별시 관악구 승방길 66,2501,3022,3361,860 
서울특별시 관악구 신림로 318,1658,1953,2417,759 
서울특별시 관악구 신림로 350,2031,2307,2415,384 
서울특별시 관악구 신림로11길 151,1214,1370,1535,321 
서울특별시 관악구 신림로29길 8,2051,2411,2826,775 
서울특별시 관악구 신림로3가길 45-10,1846,2150,2590,744 
서울특별시 관악구 신림로3가길 45-24,1576,1919,2049,473 
서울특별시 관악구 신림로3가길 7,1987,2239,2559,572 
서울특별시 관악구 신림로3길 40,1744,2100,2641,897 
서울특별시 관악구 신림로48길 17-20,1762,2002,2410,648 
서울특별시 관악구 신림로58길 62-5,1480,1525,2062,582 
서울특별시 관악구 신림로65길 27,2758,3053,2612,-146 
서울특별시 관악구 신림로66길 42,3305,0,3000,-305 
서울특별시 관악구 신림로7길 33,1672,0,2489,817 
서울특별시 관악구 신사로 134,2744,3328,3113,369 
서울특별시 관악구 신사로 82,2383,2115,1980,-403 
서울특별시 관악구 신사로 84,1604,2262,2354,750 
서울특별시 관악구 신원로 26,2468,2790,3166,698 
서울특별시 관악구 쑥고개로 100,1975,0,1978,3 
서울특별시 관악구 쑥고개로 123,3483,3682,3889,406 
서울특별시 관악구 양녕로6나길 18,1978,2154,2914,936 
서울특별시 관악구 양지길 50-5,1532,1912,2185,653 
서울특별시 관악구 양지길 52-1,1613,1958,2103,490 
서울특별시 관악구 은천로 110,2686,2786,3261,575 
서울특별시 관악구 은천로 137,1992,2371,2525,533 
서울특별시 관악구 은천로 14,1928,0,2192,264 
서울특별시 관악구 은천로 46,926,0,1333,407 
서울특별시 관악구 은천로 86,2174,3238,2768,594 
서울특별시 관악구 은천로 93,1926,2576,2824,898 
서울특별시 관악구 은천로15길 16,2345,2580,3217,872 
서울특별시 관악구 은천로15길 24,1860,2407,2590,730 
서울특별시 관악구 은천로25가길 6,1580,0,2898,1318 
서울특별시 관악구 은천로33길 5,2419,3020,3479,1060 
서울특별시 관악구 은천로34길 14,1623,0,2046,423 
서울특별시 관악구 은천로34길 8,1786,0,2118,332 
서울특별시 관악구 은천로34길 9,3083,0,2108,-975 
서울특별시 관악구 은천로39길 56,1489,1865,2145,656 
서울특별시 관악구 은천로5길 39,1019,1199,1317,298 
서울특별시 관악구 인헌12길 46-1,2246,2246,3081,835 
서울특별시 관악구 인헌12길 46-2,2144,2514,2573,429 
서울특별시 관악구 인헌16길 33-14,1518,1756,1957,439 
서울특별시 관악구 인헌16길 33-6,1525,0,1868,343 
서울특별시 관악구 인헌16길 47,1730,1776,1730,0 
서울특별시 관악구 인헌16다길 14,2570,2589,2942,372 
서울특별시 관악구 인헌1길 34,1672,0,2021,349 
서울특별시 관악구 인헌1길 59,1564,0,1950,386 
서울특별시 관악구 장군봉1길 14,2405,0,3007,602 
서울특별시 관악구 장군봉1길 6,2404,3062,3322,918 
서울특별시 관악구 장군봉1길 8,2660,2683,3215,555 
서울특별시 관악구 장군봉5길 27,1383,1669,1600,217 
서울특별시 관악구 장군봉8길 15,1387,1590,1504,117 
서울특별시 관악구 장군봉8길 16,1651,1828,1903,252 
서울특별시 관악구 조원로11길 24,1754,1594,2528,774 
서울특별시 관악구 조원로13길 15,1836,0,2608,772 
서울특별시 관악구 조원로13길 23,1877,2111,2127,250 
서울특별시 관악구 조원로14길 16,1306,0,1531,225 
서울특별시 관악구 조원로16길 12,2022,2253,2784,762 
서울특별시 관악구 조원로16길 7,1556,2082,2026,470 
서울특별시 관악구 조원로2길 13,1407,1935,2711,1304 
서울특별시 관악구 청룡7길 55,1920,2222,2268,348 
서울특별시 관악구 청룡8길 10,1993,2051,2092,99 
서울특별시 관악구 청룡8길 5,1345,0,1551,206 
서울특별시 관악구 청룡길 77,2487,2720,4045,1558 
서울특별시 관악구 청룡길 78,2417,3070,3265,848 
서울특별시 관악구 청림3길 10,2074,2348,2999,925 
서울특별시 관악구 청림6길 16,2063,2082,2121,58 
서울특별시 관악구 행운10길 21,2372,2723,3892,1520 
서울특별시 관악구 행운1나길 12,2063,0,2335,272 
서울특별시 관악구 행운1마길 2,3226,3733,3094,-132 
서울특별시 관악구 행운5길 20,2282,2158,2553,271 
서울특별시 관악구 행운5길 8-9,1507,1641,1769,262 
서울특별시 관악구 호암로 399,1516,1987,1824,308 
서울특별시 관악구 호암로 417,1353,1707,1685,332 
서울특별시 관악구 호암로 519,1954,2048,2283,329 
서울특별시 관악구 호암로 527,1348,1513,1859,511 
서울특별시 관악구 호암로 541,1544,1709,2095,551 
서울특별시 관악구 호암로16길 11,1699,1845,1170,-529 
서울특별시 관악구 호암로16길 5,1475,1732,2409,934 
서울특별시 광진구 강변역로4길 34,2376,1812,2597,221 
서울특별시 광진구 광나루로 346,2266,2388,2895,629 
서울특별시 광진구 광나루로 361,1774,2330,2341,567 
서울특별시 광진구 광나루로 369,2001,2462,2442,441 
서울특별시 광진구 광나루로 579,3014,3051,4487,1473 
서울특별시 광진구 광나루로 595,3048,3086,4026,978 
서울특별시 광진구 광나루로20길 17,3989,4174,3942,-47 
서울특별시 광진구 광나루로44길 20,2200,2511,2790,590 
서울특별시 광진구 광나루로46길 21,2679,0,2904,225 
서울특별시 광진구 광나루로46길 52,1294,1582,1690,396 
서울특별시 광진구 광나루로56길 29,3191,3183,5471,2280 
서울특별시 광진구 광나루로56길 32,3295,3397,5221,1926 
서울특별시 광진구 구의강변로 102,2155,2439,3535,1380 
서울특별시 광진구 구의강변로 106,2140,2696,3089,949 
서울특별시 광진구 구의강변로 11,2696,2891,3428,732 
서울특별시 광진구 구의강변로 42,3030,3424,4195,1165 
서울특별시 광진구 구의강변로 64,2308,2629,3357,1049 
서울특별시 광진구 구의강변로 84,2935,3354,4497,1562 
서울특별시 광진구 구의강변로 94,2928,3420,4150,1222 
서울특별시 광진구 구의강변로1길 44,3229,2495,2895,-334 
서울특별시 광진구 구의강변로3가길 39,2631,3401,4452,1821 
서울특별시 광진구 구의강변로3길 16,1497,0,2717,1220 
서울특별시 광진구 구의강변로5길 7,2238,2835,3512,1274 
서울특별시 광진구 구의로 52,1593,1719,1635,42 
서울특별시 광진구 군자로 100-2,1444,2261,2588,1144 
서울특별시 광진구 군자로12길 46,1995,2504,2126,131 
서울특별시 광진구 긴고랑로 149,1481,1441,1538,57 
서울특별시 광진구 긴고랑로15길 32,1521,1501,1833,312 
서울특별시 광진구 긴고랑로1길 55,1595,1831,1831,236 
서울특별시 광진구 긴고랑로4길 53,1575,0,2022,447 
서울특별시 광진구 능동로 18,2865,3335,4603,1738 
서울특별시 광진구 능동로 19,2512,3084,3658,1146 
서울특별시 광진구 능동로 50,3259,3729,5224,1965 
서울특별시 광진구 능동로 68,3633,3796,4313,680 
서울특별시 광진구 능동로19길 35,3404,3937,3409,5 
서울특별시 광진구 능동로19길 47,1696,1563,2012,316 
서울특별시 광진구 능동로1길 15,2857,3097,4070,1213 
서울특별시 광진구 능동로3길 17,2379,3330,3562,1183 
서울특별시 광진구 능동로3길 53,2447,3087,3634,1187 
서울특별시 광진구 능동로48길 49,1543,0,1755,212 
서울특별시 광진구 능동로4길 40,3357,3712,5359,2002 
서울특별시 광진구 능동로4길 41,3244,3195,4694,1450 
서울특별시 광진구 능동로4길 78,2912,3302,4583,1671 
서울특별시 광진구 동일로 459,1394,2085,1961,567 
서울특별시 광진구 동일로24길 5,2438,3137,3409,971 
서울특별시 광진구 동일로64길 39,2298,0,2206,-92 
서울특별시 광진구 동일로72길 17,1532,1689,1854,322 
서울특별시 광진구 동일로76가길 17,1149,1845,2044,895 
서울특별시 광진구 뚝섬로 45,2233,4086,4887,2654 
서울특별시 광진구 뚝섬로 553,2843,3077,3623,780 
서울특별시 광진구 뚝섬로 569,3196,3775,4572,1376 
서울특별시 광진구 뚝섬로 576,3147,3625,4689,1542 
서울특별시 광진구 뚝섬로24길 74,2468,3276,2733,265 
서울특별시 광진구 뚝섬로31길 20,2834,3713,4009,1175 
서울특별시 광진구 뚝섬로33길 20,3187,3296,3803,616 
서울특별시 광진구 뚝섬로33길 42,2861,3272,4479,1618 
서울특별시 광진구 뚝섬로34길 25-19,3509,3356,4034,525 
서울특별시 광진구 뚝섬로34길 32,3356,3198,4738,1382 
서울특별시 광진구 뚝섬로34길 67,2618,2900,3927,1309 
서울특별시 광진구 뚝섬로34길 9,2585,4128,4899,2314 
서울특별시 광진구 뚝섬로35길 10,3192,3798,4458,1266 
서울특별시 광진구 뚝섬로35길 32,3475,3731,4744,1269 
서울특별시 광진구 뚝섬로36길 19,3646,4101,5003,1357 
서울특별시 광진구 뚝섬로36길 75,3360,4662,5468,2108 
서울특별시 광진구 뚝섬로41길 20,3647,3544,4241,594 
서울특별시 광진구 뚝섬로52길 71,2424,2268,3294,870 
서울특별시 광진구 뚝섬로52마길 56,2482,3443,3856,1374 
서울특별시 광진구 뚝섬로54길 74,2772,3292,4067,1295 
서울특별시 광진구 뚝섬로56가길 10,2615,3207,3693,1078 
서울특별시 광진구 뚝섬로56가길 28,2502,2806,3630,1128 
서울특별시 광진구 뚝섬로56길 35,2040,0,2921,881 
서울특별시 광진구 뚝섬로56길 72,2352,2732,3268,916 
서울특별시 광진구 뚝섬로58길 101,2190,2721,3786,1596 
서울특별시 광진구 면목로 127,1111,1269,1216,105 
서울특별시 광진구 아차산로 262,3094,3353,3964,870 
서울특별시 광진구 아차산로 345,3109,4138,4604,1495 
서울특별시 광진구 아차산로 451,2261,2718,2696,435 
서울특별시 광진구 아차산로 503-23,3153,3267,4852,1699 
서울특별시 광진구 아차산로 508,3302,3881,5189,1887 
서울특별시 광진구 아차산로 522,3512,3342,4935,1423 
서울특별시 광진구 아차산로 537-17,4081,5325,6797,2716 
서울특별시 광진구 아차산로 540,2128,2991,3988,1860 
서울특별시 광진구 아차산로 544,3601,3775,4701,1100 
서울특별시 광진구 아차산로 549,3871,4815,5499,1628 
서울특별시 광진구 아차산로 552,4031,4056,5045,1014 
서울특별시 광진구 아차산로 599,3254,3892,4300,1046 
서울특별시 광진구 아차산로 637,3016,2783,3114,98 
서울특별시 광진구 아차산로36길 13,3174,3844,3689,515 
서울특별시 광진구 아차산로36길 39,3587,3936,4926,1339 
서울특별시 광진구 아차산로40길 16-9,1974,1968,2694,720 
서울특별시 광진구 아차산로46가길 23,1845,0,2862,1017 
서울특별시 광진구 아차산로69길 19,3398,3936,4944,1546 
서울특별시 광진구 아차산로69길 29,4856,4507,6818,1962 
서울특별시 광진구 아차산로70길 17-21,3532,3734,5071,1539 
서울특별시 광진구 아차산로70길 61,3921,4050,5600,1679 
서울특별시 광진구 아차산로70길 62,3492,3845,5125,1633 
서울특별시 광진구 아차산로76길 31,2390,3439,3274,884 
서울특별시 광진구 아차산로78가길 17,2365,2183,2538,173 
서울특별시 광진구 아차산로78길 10,2767,3947,4224,1457 
서울특별시 광진구 아차산로78길 53,1599,1887,1910,311 
서울특별시 광진구 아차산로78길 63,1284,1605,1925,641 
서울특별시 광진구 아차산로78길 7,2571,2636,3393,822 
서울특별시 광진구 영화사로 58,1678,1709,1589,-89 
서울특별시 광진구 영화사로 87,1296,0,1757,461 
서울특별시 광진구 영화사로16길 43,2064,2443,2690,626 
서울특별시 광진구 용마산로 174,1872,2118,2824,952 
서울특별시 광진구 용마산로1길 48,1948,1971,2069,121 
서울특별시 광진구 용마산로1길 7,2432,2520,2757,325 
서울특별시 광진구 용마산로1길 84,1683,2021,2034,351 
서울특별시 광진구 자양강변길 301,2072,2178,3440,1368 
서울특별시 광진구 자양로 109,2603,2759,2929,326 
서울특별시 광진구 자양로 113,2542,2589,3583,1041 
서울특별시 광진구 자양로 159,2000,1538,3154,1154 
서울특별시 광진구 자양로 172,2369,2786,2820,451 
서울특별시 광진구 자양로13가길 2,1672,1975,2240,568 
서울특별시 광진구 자양로21길 16-14,2066,2273,3111,1045 
서울특별시 광진구 자양로21길 16-26,1567,0,1959,392 
서울특별시 광진구 자양로26길 71,2254,2691,3472,1218 
서울특별시 광진구 자양로3가길 43,2312,2799,2412,100 
서울특별시 광진구 자양로3길 14-17,2337,0,2147,-190 
서울특별시 광진구 자양로3길 55,2312,3146,3306,994 
서울특별시 광진구 자양로4나길 44,1516,0,3079,1563 
서울특별시 광진구 자양로53길 36,1474,1491,1673,199 
서울특별시 광진구 자양로5길 33,2487,1597,2739,252 
서울특별시 광진구 자양번영로 59,2564,2281,3457,893 
서울특별시 광진구 자양번영로1길 57,2261,2948,3120,859 
서울특별시 광진구 자양번영로3길 24,2380,3056,3529,1149 
서울특별시 광진구 자양번영로3길 65,2639,4020,4418,1779 
서울특별시 광진구 자양번영로3길 66,2583,3631,4649,2066 
서울특별시 광진구 천호대로 671,2450,0,3433,983 
서울특별시 광진구 천호대로 716,2338,3032,3172,834 
