danjigubn,sedesu,nambang,sigog,siheg,gukag,eill,guard,danjicode,clean,food,water,ellbe,gisa,giha,cctv,gucha,amenities,doro,donli,danjiname,amenitiesCnt,price,market,school,station,bank,café,hospital ,ipji
아파트,380,지역난방,한신공영,SH공사,대원종합관리(주),5,6,A12179505,4,음식물쓰레기종량제,부스타방식,15,22,412,171,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 마포구 월드컵북로 502-7,상암동,상암월드컵파크12단지,7,3692,30,20,0,7,5,4,66
아파트,861,지역난방,중앙건설,sh공사,(주)성우알티에스,6,8,A12179508,8,음식물쓰레기종량제,부스타방식,26,88,899,232,무,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터",서울특별시 마포구 월드컵북로 502-36,상암동,상암월드컵파크10단지,5,4033,30,20,0,9,10,4,73
아파트,183,개별난방,(주)현대산업개발,대신증권주택조합,(주)무림하우징,2,4,A12180401,2,,부스타방식,6,162,0,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 마포대로11길 73,공덕동,공덕현대,4,4539,40,140,20,25,118,49,392
아파트,226,개별난방,삼성건설,삼성건설,,4,2,A12180404,1,차량수거방식,부스타방식,3,13,64,28,무,,서울특별시 마포구 마포대로 115-8,공덕동,공덕삼성임대,0,4802,60,100,140,41,161,87,589
아파트,226,개별난방,삼성건설,삼성건설,,4,2,A12180404,1,차량수거방식,부스타방식,3,13,64,28,무,,서울특별시 마포구 마포대로 115-8,공덕동,공덕삼성임대,0,4802,60,100,140,41,161,87,589
아파트,651,개별난방,삼성물산,공덕제1구역주택재개발조합,,6,8,A12180407,7,음식물쓰레기종량제,고가수조식,0,177,481,154,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 마포구 마포대로 115-8,공덕동,공덕삼성,6,4802,60,100,140,41,161,87,589
아파트,651,개별난방,삼성물산,공덕제1구역주택재개발조합,,6,8,A12180407,7,음식물쓰레기종량제,고가수조식,0,177,481,154,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 마포구 마포대로 115-8,공덕동,공덕삼성,6,4802,60,100,140,41,161,87,589
아파트,616,개별난방,삼성물산,삼성물산,(주)현대개발,5,7,A12180506,8,음식물쓰레기종량제,부스타방식,15,43,634,116,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",서울특별시 마포구 마포대로7길 22,공덕동,공덕삼성래미안3차,10,6534,30,100,0,34,75,37,276
아파트,165,개별난방,동양메이저(주),동양,주식회사 씨엠자산,2,3,A12181101,2,음식물쓰레기종량제,부스타방식,5,36,159,49,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 백범로 82,대흥동,동양엔파트,4,4859,80,100,50,16,99,18,363
아파트,566,지역난방,태영건설(주),sh공사,주식회사 나라종합관리,5,2,A12181102,2,음식물쓰레기종량제,부스타방식,4,44,154,64,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 독막로 266,대흥동,마포태영제2,4,5061,60,60,20,20,122,32,314
아파트,566,지역난방,태영건설(주),sh공사,주식회사 나라종합관리,5,2,A12181102,2,음식물쓰레기종량제,부스타방식,4,44,154,64,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 독막로 266,대흥동,마포태영제2,4,5061,60,60,20,20,122,32,314
아파트,"1,424",지역난방,(주) 태영건설,(주)태영건설,대한종합관리,14,17,A12181103,15,음식물쓰레기종량제,고가수조식,27,221,1532,228,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",서울특별시 마포구 독막로 266,대흥동,마포태영아파트,7,5061,60,60,20,20,122,32,314
아파트,"1,424",지역난방,(주) 태영건설,(주)태영건설,대한종합관리,14,17,A12181103,15,음식물쓰레기종량제,고가수조식,27,221,1532,228,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",서울특별시 마포구 독막로 266,대흥동,마포태영아파트,7,5061,60,60,20,20,122,32,314
아파트,793,개별난방,현대건설(주),현대건설(주),주식회사 한빛종합관리,6,4,A12181403,3,차량수거방식,부스타방식,6,30,139,47,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 마포구 새창로8길 72,도화동,도화현대2차아파트(임대),3,3885,40,40,60,36,90,76,342
아파트,793,개별난방,현대건설(주),현대건설(주),주식회사 한빛종합관리,6,4,A12181403,3,차량수거방식,부스타방식,6,30,139,47,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 마포구 새창로8길 72,도화동,도화현대2차아파트(임대),3,3885,40,40,60,36,90,76,342
아파트,914,중앙난방,현대건설(주),도화제2지구 재개발조합,,12,19,A12181404,9,거점장비수거방식,고가수조식,23,460,695,104,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 마포구 새창로8길 72,도화동,도화현대홈타운,4,3885,40,40,60,36,90,76,342
아파트,914,중앙난방,현대건설(주),도화제2지구 재개발조합,,12,19,A12181404,9,거점장비수거방식,고가수조식,23,460,695,104,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 마포구 새창로8길 72,도화동,도화현대홈타운,4,3885,40,40,60,36,90,76,342
아파트,"1,021",중앙난방,현대건설(주),도화1지구 재개발조합,(주)동우개발,14,12,A12181406,14,음식물쓰레기종량제,고가수조식,23,386,352,199,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 마포구 새창로 52,도화동,도화현대1차아파트,3,4137,30,40,40,17,50,36,213
아파트,181,개별난방,(주)삼호,대림산업(주),국제경보산업(주),2,3,A12182101,2,음식물쓰레기종량제,고가수조식,6,52,175,36,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",서울특별시 마포구 망원로2길 103,망원동,망원1차대림,6,3290,10,0,0,17,203,23,253
아파트,240,개별난방,(주)삼호,대림산업(주),국제경보산업(주),3,4,A12182401,2,음식물쓰레기종량제,부스타방식,8,32,241,43,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 마포구 망원로1길 27,망원동,망원2차대림,3,3248,0,40,0,12,96,5,153
아파트,258,개별난방,두산건설,두산건설,신대한관리,4,3,A12182901,4,차량수거방식,부스타방식,6,63,281,48,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",서울특별시 마포구 독막로18길 5,상수동,상수두산위브,6,4670,30,40,50,12,253,10,395
주상복합,366,개별난방,(주)대우건설,유아이에치,,5,4,A12184201,4,차량수거방식,부스타방식,5,0,502,30,무,,서울특별시 마포구 월드컵북로5나길 18,서교동,서교동대우미래사랑,0,2794,20,60,0,27,238,27,372
아파트,"3,710",중앙난방,"유원, 선경, 대우건설",서울시청,율산개발 유한회사,28,66,A12185004,18,음식물쓰레기종량제,고가수조식,33,1217,0,66,무,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 마포구 월드컵북로 260,성산동,성산시영아파트,7,5101,50,40,60,13,31,23,217
아파트,834,중앙난방,삼성물산(주)주택개발부문,삼성물산(주)주택개발부문,서림,12,12,A12185303,8,차량수거방식,고가수조식,24,139,926,81,유,"관리사무소, 노인정, 유치원",서울특별시 마포구 백범로37길 12,신공덕동,신공덕삼성1차,3,4706,30,60,140,29,79,54,392
아파트,458,개별난방,삼성건설,삼성물산(주)주택부분,주식회사 우창개발,5,4,A12185304,5,차량수거방식,부스타방식,9,21,506,108,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 마포구 만리재로 74,신공덕동,신공덕2차삼성래미안,8,4200,20,40,0,10,52,12,134
아파트,458,개별난방,삼성건설,삼성물산(주)주택부분,주식회사 우창개발,5,4,A12185304,5,차량수거방식,부스타방식,9,21,506,108,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 마포구 만리재로 74,신공덕동,신공덕2차삼성래미안,8,4200,20,40,0,10,52,12,134
아파트,260,개별난방,성원산업개발(주),신수동 APT 재건축조합,광인산업(주),4,4,A12185504,2,차량수거방식,고가수조식,6,88,174,34,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 독막로28길 7,신수동,신수성원,4,3170,60,80,40,14,85,26,305
아파트,192,개별난방,아천세양건설,신수구역주택재개발조합,대한종합관리(주),4,2,A12185602,2,음식물쓰레기종량제,부스타방식,5,161,60,44,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 독막로 209,신수동,신수세양청마루,4,3505,70,100,40,15,86,26,337
아파트,210,개별난방,현대,현대,(주)한빛관리,4,4,A12185603,2,음식물쓰레기종량제,부스타방식,7,72,117,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 토정로 242,신수동,신수현대,4,3252,50,40,0,9,29,8,136
아파트,279,개별난방,(주)우리창우,대원칸타빌,율산개발(주),4,6,A12185605,3,음식물쓰레기종량제,부스타방식,7,30,401,127,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 마포구 창전로2길 10,신수동,대원칸타빌,5,3379,70,60,50,8,64,18,270
아파트,466,개별난방,코오롱건설,연세맨션재건축조합,대원공신(주),5,8,A12186901,4,음식물쓰레기종량제,고가수조식,16,70,475,88,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 마포구 연남로 52,연남동,코오롱하늘채,5,3444,10,60,0,10,214,7,301
아파트,678,개별난방,신원건설,SH공사,,17,10,A12187403,5,음식물쓰레기종량제,고가수조식,9,130,103,48,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 기타",서울특별시 마포구 숭문길 106,염리동,염리상록,6,4131,30,200,0,8,43,12,293
아파트,563,지역난방,삼성물산,용강2구역 재개발조합,(주)타워피엠씨,7,9,A12187501,8,차량수거방식,부스타방식,16,7,692,171,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",서울특별시 마포구 토정로31길 23,용강동,래미안마포리버웰,8,7349,50,40,20,22,63,21,216
아파트,430,개별난방,삼성물산 건설부문,용강1지구 재건축조합,(주)경진관리,5,6,A12187602,5,음식물쓰레기종량제,부스타방식,13,3,509,59,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 큰우물로 28,용강동,래미안용강아파트,4,5005,50,40,20,19,99,28,256
아파트,282,개별난방,현대,현대,세화종합관리(주),8,4,A12187703,3,음식물쓰레기종량제,부스타방식,7,19,333,48,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",서울특별시 마포구 성암로7길 3,중동,성산2차현대,5,3215,40,120,0,15,33,46,254
아파트,180,개별난방,계룡건설,계룡건설,율산개발(주),3,2,A12187901,2,차량수거방식,고가수조식,5,60,146,31,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",서울특별시 마포구 월드컵북로38가길 20,중동,중동계룡,6,2770,30,80,0,12,22,23,167
아파트,206,개별난방,(주) 건영,성사2차 재건축조합,아산종합관리(주),2,4,A12187902,2,차량수거방식,고가수조식,5,45,205,20,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 성암로 41,중동,건영월드컵,4,2460,30,40,50,16,40,43,219
아파트,420,지역난방,청구건설,청구건설,대원종합관리(주),6,6,A12187904,4,차량수거방식,고가수조식,11,128,142,72,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 기타",서울특별시 마포구 성암로11길 60,중동,DMC마포청구아파트,5,2708,50,40,90,10,35,14,239
아파트,477,개별난방,현대건설,현대건설,주식회사 성우서비스,5,4,A12187905,6,차량수거방식,고가수조식,9,129,419,70,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 성암로 91,중동,마포중동현대,4,3232,40,80,0,12,27,24,183
아파트,499,개별난방,울트라건설,중동 월드컵참누리,(주)경진관리,5,7,A12187906,6,차량수거방식,부스타방식,9,0,570,103,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",서울특별시 마포구 월드컵북로38길 54,중동,월드컵참누리,4,3419,30,80,0,9,22,24,165
아파트,239,개별난방,금호건설,금호건설,서림주택관리(주),4,6,A12188201,2,음식물쓰레기종량제,고가수조식,7,26,219,28,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",서울특별시 마포구 서강로9길 19,창전동,신촌금호,4,3360,80,0,40,28,218,69,435
아파트,243,개별난방,현대건설(주),창전동지역주택조합,광인산업(주),4,3,A12188202,3,음식물쓰레기종량제,부스타방식,6,40,220,70,무,"관리사무소, 노인정, 어린이놀이터",서울특별시 마포구 서강로 83,창전동,창전현대홈타운,3,3825,80,20,40,15,106,25,286
아파트,553,개별난방,태영건설,태영건설,(주)동우개발,5,6,A12188205,7,차량수거방식,부스타방식,14,83,545,80,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",서울특별시 마포구 서강로9길 45,창전동,신촌태영데시앙,6,3670,70,0,20,22,200,52,364
아파트,719,개별난방,삼성물산,삼성물산,(주)아주관리,8,5,A13002002,9,음식물쓰레기종량제,부스타방식,28,0,987,188,유,"관리사무소, 노인정",서울특별시 동대문구 전농로16길 51,전농동,래미안아름숲,2,3684,40,120,0,14,24,32,230
아파트,499,개별난방,(주)한양,답십리3-재개발조합,율산개발 유한회사,5,6,A13003002,3,음식물쓰레기종량제,부스타방식,6,244,85,64,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",서울특별시 동대문구 답십리로 184,답십리동,답십리동서울한양,5,2281,50,20,0,11,27,35,143
